"prot"	"species"	"np_A"	"np_C"	"np_D"	"pd_A"	"pd_B"	"pd_C"	"pd_D"	"tp_pd_A"	"tp_pd_B"	"tp_pd_C"	"tp_pd_D"
"NDUS1_HUMAN"	"Human"	NA	0.417206971219917	NA	0.41075977571617	0.836704140809745	-0.243918249809216	0.326298177270691	0.46446770806953	1.24158153204871	0.174224436658081	-0.122683236501912
"LRC40_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	0.723692381807037	NA	-1.1895563499918	NA	-1.25405788585558
"CARP_YEAST"	"Yeast"	-0.678930251629697	0.226562588572719	1.25053460890358	NA	NA	0.570131707081236	1.220105330503	-1.02157011659047	-0.562224727626531	0.425168694932767	0.737432878946178
"PSA1_HUMAN"	"Human"	-0.7893340090077	-0.287771978497478	-0.824429710249292	-0.0190447021713777	-0.676506613954475	-0.545571955278065	-1.17140737993199	NA	NA	-0.368816842569046	NA
"HSPB1_HUMAN"	"Human"	0.825871670900031	1.02075010845221	0.937272426762078	-0.0786579121304919	0.0389607885897947	-0.23869817600585	-0.0910464860900353	-0.0177198341255331	-0.10077178279361	-0.386734409267605	0.065543059021916
"SRC8_HUMAN"	"Human"	NA	NA	NA	-0.244257451988159	-0.708743229213197	-0.336635144854496	-0.321149214526113	0.00794256535298497	-0.185399096077002	-1.35486453251517	-0.66230470522979
"PPID_HUMAN"	"Human"	1.58235186058293	0.121355025556832	0.923453538428381	-0.162477720326892	-0.085471399398595	0.0314039827358075	-0.140528526729824	0.102476684053568	-0.645543525239477	-0.411111368281184	0.602214324391346
"FIP1_HUMAN"	"Human"	NA	NA	-1.80112998735335	0.781043396674274	0.746401248255348	0.881326734818967	0.592019634185368	NA	1.02762374302138	NA	NA
"MIC60_HUMAN"	"Human"	0.483638735469314	-0.944633558573691	0.229788290244489	0.0848348845239437	0.381479447549307	0.335630264007269	-0.182708128065602	0.345393841194139	0.514671022563769	-0.495594461018165	0.135306160388011
"PA1B2_HUMAN"	"Human"	-0.284981083999954	0.552134624374923	0.486180930625701	NA	NA	NA	NA	NA	NA	NA	NA
"TSR1_HUMAN"	"Human"	-1.03003114518223	NA	-0.231802176119319	0.59763845898895	0.419988989581488	0.0384193413989903	0.655488675731954	NA	NA	NA	NA
"CYC_HUMAN"	"Human"	1.34537270892674	1.62220169090981	1.47224222476563	NA	NA	NA	NA	0.201407318514594	-0.419614165907801	-0.534552222558496	0.0933851708144992
"TOPK_HUMAN"	"Human"	1.51652225152852	1.10939933061467	1.03418444696933	-0.659109672978195	NA	-0.887399181783796	NA	NA	NA	NA	NA
"IMB1_HUMAN"	"Human"	0.573156973828306	0.280690031202689	-0.366854515622625	-0.146909990796273	0.122476303922479	0.00064555028072133	-0.00854931538902354	-0.171079838385909	-0.136742043294214	-0.25860563839536	-0.207922037061635
"VDAC1_YEAST"	"Yeast"	-1.02143411592004	0.623217616720389	1.2706627933142	-0.692730710020009	0.292346089077967	-0.526458924871495	-0.425208431934003	NA	NA	0.230900033777977	0.495725701894693
"NDUV2_HUMAN"	"Human"	-0.217080068326371	NA	-0.142570120969777	NA	NA	NA	NA	NA	NA	NA	NA
"RPN1_HUMAN"	"Human"	1.35184212257116	NA	NA	-0.296979492409394	0.253623449743084	-0.0101407383076187	0.239145534556239	-0.388703424789318	-0.380565023697103	-0.236577940040987	-0.294779749082735
"EXOS4_HUMAN"	"Human"	NA	0.509718826720883	NA	-0.144597316134426	0.369494031570146	0.000711360960169993	0.000448127070997922	-0.301553831542502	-0.160339875245331	0.141959159053476	-0.0910824258345532
"CSK_HUMAN"	"Human"	NA	NA	NA	-0.947284360803377	-0.306594647787788	0.797726120887119	-0.39220844118165	NA	NA	NA	NA
"COA7_HUMAN"	"Human"	NA	NA	0.502205677122472	-0.606792238888159	-0.4705086224221	-0.40316169380878	-0.226214426870953	-0.686729369631064	NA	-1.26159356625843	NA
"DNJB1_HUMAN"	"Human"	-0.349861488552067	-1.29212776998474	-0.120508075596675	0.148463604797196	-0.328720519637981	-0.00724473841368933	-0.19281057197253	-0.807115795964333	-0.0027544568950372	-0.623910455277617	0.688763623986534
"ERF3A_HUMAN"	"Human"	-0.869442325345477	-1.30747686846489	-1.17136066150155	-1.09625718183673	0.583742630779325	0.369122329363827	1.74009580077034	NA	1.04497179838478	0.242071000786175	0.752972119911405
"HAP28_HUMAN"	"Human"	1.12600942782154	0.57654237239405	0.539854633807863	-0.303873020008271	-0.505014500707478	0.140817749375989	-0.136263020259504	0.228038540934073	-1.13680612765533	0.168449542823539	0.174004245392797
"RO60_HUMAN"	"Human"	1.4307435834024	2.12756417846489	0.840619539211401	0.377315834236072	-0.36583164357174	-0.350021152945685	-0.133577878605066	1.48911683472371	0.495003717751282	-0.0737873920379494	0.330645700747762
"MIC13_HUMAN"	"Human"	NA	-0.310238702457489	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GDIB_HUMAN"	"Human"	0.876353531298701	1.01482631973986	0.244923887190807	-0.223331508719413	-0.525230106168696	0.0924435020220574	0.0772940667798841	0.219027645118595	-0.131376956989035	-0.00955477502203927	0.154773973850506
"HUWE1_HUMAN"	"Human"	-1.50235254536723	NA	NA	0.206293419351768	-1.01955469665154	0.304136873945866	0.34787711481221	-0.394710314372548	0.256199518467069	-0.47661447541276	0.187697801784341
"H2AY_HUMAN"	"Human"	-0.274229659754616	0.0468189496471093	-0.436435235481724	0.0865501709256522	0.187673286720976	-0.571319696451033	0.192497968572759	0.0629525857908212	-0.017572539265761	0.518508976391719	0.0125199170787535
"UBAC1_HUMAN"	"Human"	-1.39040416277426	-1.13916194165092	-0.778760044630143	0.180417617383395	0.263965560119658	-0.0671621864324489	0.350783147134526	-0.038258302971157	NA	0.41160569262531	NA
"OSBL9_HUMAN"	"Human"	1.61742757356656	NA	2.26737507445245	-0.90509530424899	NA	NA	NA	NA	NA	-1.22972957799458	NA
"PNO1_HUMAN"	"Human"	-0.235926650697524	NA	NA	NA	NA	-0.0500288220846598	NA	-0.426676655866741	-0.235440260627995	-0.348477296155978	NA
"SARNP_HUMAN"	"Human"	-0.890218869184339	0.482836576087032	-0.0411874806598791	-0.36924788763841	-0.871020671866604	NA	NA	-0.518925264844254	0.168462067483969	0.211078595814505	0.284754511393433
"DCUP_HUMAN"	"Human"	NA	NA	NA	-1.31066471456626	-0.541969195792353	0.334262251779174	0.0569670678961146	0.370395496569409	NA	-4.76344283416875	NA
"5MP1_HUMAN"	"Human"	1.31805602845249	0.24120264059736	1.19299118724601	0.0888258318617424	-0.363545517631976	-0.141284623413592	0.112419440219739	-0.2036340063428	-0.208489919616617	-0.43140458625699	0.137462463176547
"CDC23_HUMAN"	"Human"	0.840252998524283	NA	0.678265478665898	NA	NA	0.484437635436874	NA	NA	NA	NA	NA
"UCHL5_HUMAN"	"Human"	0.329545216291609	0.988540295570247	0.515590832794315	0.0812482234607671	0.220345674238039	-0.0789019767488946	0.137157274315391	0.273935743456969	0.544766583552749	-0.23427725537705	-0.247384937680669
"SRSF1_HUMAN"	"Human"	0.77982865773704	0.527523586029049	-0.0908381907236547	-0.0712208804981465	-0.0746932278352155	0.00973678621339502	-0.21951561043334	0.284596121826453	0.137871241206664	0.287952015302471	0.245095184110758
"BCCIP_HUMAN"	"Human"	1.16424232020637	-0.128551649913086	-0.910849012170884	NA	NA	NA	NA	NA	NA	NA	NA
"TPM1_HUMAN"	"Human"	0.368125139677005	0.411860942517306	-0.71281483405127	NA	NA	NA	NA	NA	NA	NA	NA
"PSB7_HUMAN"	"Human"	-0.221168140183174	NA	-2.89242630295283	0.351784555281165	0.21854766337194	0.237165606209332	0.133440092987674	-0.157459434294196	-0.13639633860175	-0.1501486303049	-0.111454394623941
"F10A1_HUMAN"	"Human"	0.559160930772291	-0.484686962735946	0.00297240675088761	NA	NA	NA	NA	NA	NA	NA	NA
"MPPA_HUMAN"	"Human"	NA	NA	NA	-0.626288446463824	-0.884141230967897	-0.59701463491608	0.291321507210069	0.0118577732218843	-0.0188287115375623	-0.332624292981496	0.26895925432131
"RLP24_HUMAN"	"Human"	NA	-0.235115532544294	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TENX_HUMAN"	"Human"	-1.51582220685682	0.813973796631491	-0.0253700110942792	NA	NA	NA	NA	NA	NA	NA	NA
"NSF_HUMAN"	"Human"	0.895692616627615	-0.0293374561014412	NA	0.212023011994654	-0.519706200461714	0.117763746385986	-0.635547663671108	0.498420640204332	-0.465566836255594	-0.626949393261057	-0.267508333143266
"6PGD_HUMAN"	"Human"	1.1631825767842	1.37323504419089	0.261012336347484	0.170451936297184	-0.116705723082026	0.0146753642269761	0.300392110572237	-0.123959787845293	-0.201889130218839	-0.0946449655444663	-0.479940490426037
"DNJC7_HUMAN"	"Human"	1.72659288707879	0.820732371088636	1.68571485134573	0.0918556979039881	0.0121872492241361	-0.166864415457294	-0.255606463642447	-0.0240083906026812	-0.839361644879131	0.174876810431621	-0.518481832633851
"PA1B3_HUMAN"	"Human"	-0.789787947959928	-0.826068912044771	-0.388293244599524	-0.115771905542319	-0.901956225993612	0.0905451267388366	-0.416175012002121	-0.102087624781326	-0.944509584864042	-0.692202285968085	0.147013407719035
"GNL3_HUMAN"	"Human"	NA	0.1658113252383	-0.429483857070413	NA	NA	NA	1.32486660794901	NA	NA	NA	NA
"TOM40_HUMAN"	"Human"	0.302496385883093	-0.380646403237305	0.41042125193973	-0.26531096041771	-1.46823949986506	0.0169485876212898	-0.225733065208815	NA	NA	NA	1.45192010661524
"HMGB2_HUMAN"	"Human"	0.440790325842536	-0.145136720876079	0.0259114298761739	NA	NA	NA	NA	NA	NA	NA	NA
"AHSA1_HUMAN"	"Human"	0.567855870680699	-0.217888818378292	0.378917359192176	-0.0371479992325111	0.257428570931569	0.321885519781935	0.721574347145987	-0.388234148517975	-0.359243348314982	-0.381595315262142	-0.353342927098964
"CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN"	"Human"	1.99380208217073	0.942166789308759	0.865219583326198	-0.249255469697067	0.143483425385954	0.115380497113468	0.117334512551012	-0.304094714510828	-0.280140607123643	-0.454718898007209	-0.225386157764564
"EM55_HUMAN"	"Human"	1.15774743683614	-0.0667137900409435	1.14499487128746	-0.20329184735614	0.0735671579691046	0.0293750033149652	0.512642141193078	0.506138594521638	NA	NA	0.739189557914057
"RS5_YEAST"	"Yeast"	-1.1675241716725	0.952018234132192	0.347064515144081	0.867239378335431	-0.251535466706961	0.127245258327016	1.20054745238371	-0.42810805396019	-0.0524056804815605	0.219295033643638	-0.0359203020391167
"MCTS1_HUMAN"	"Human"	0.879963038204005	0.551965734369235	0.844590885611309	0.302836764431688	-0.294802384692815	0.316845842629418	0.0874434317894041	-1.24892181656878	-0.672975757359901	-0.0951874519413716	-0.88646200982842
"NAA50_HUMAN"	"Human"	-0.211179469882771	-0.0559368311180028	0.195174696852314	NA	NA	NA	NA	NA	NA	NA	NA
"CND2_HUMAN"	"Human"	-0.178685318369336	NA	NA	NA	0.205475683844437	NA	0.634859248436077	-1.42166776289502	NA	NA	-0.0473483797133301
"HXKG_YEAST"	"Yeast"	-0.644737306226781	0.970549134771932	0.155407906748962	1.32589555886183	0.534139484585597	0.549905832730011	1.25020171147175	-1.24976661153133	-0.130808001830353	0.576107455940603	0.530354377164833
"UBC9_HUMAN"	"Human"	0.0119902563383451	-0.24841472478509	-0.338855873549659	NA	NA	NA	NA	NA	NA	NA	NA
"RM12_HUMAN"	"Human"	0.00916122804584957	-0.820984711923599	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RS3_HUMAN"	"Human"	0.841177791893293	0.360405645930551	0.404205435649599	-0.269476855306347	-0.700577049576975	-0.50460956175941	-1.1152293257483	0.165809331598584	0.179942206680432	0.102142416317669	0.132822955646716
"RL31A_YEAST"	"Yeast"	0.382560373200112	1.69748743423901	2.37713301341604	NA	NA	NA	NA	-0.540694151664689	-1.49577340336105	0.0975757445652761	0.889523222779638
"RANG_HUMAN"	"Human"	-0.123004338470008	0.0618012538229485	0.254312741579063	NA	NA	NA	NA	NA	NA	NA	NA
"UCRI_HUMAN"	"Human"	0.793092660720744	0.958862762864276	0.754616639416649	-0.0787860754570907	0.464968706400348	-0.279361339273847	-0.702210767921521	0.309741928741396	0.0234684727974568	0.602267243962983	0.561529273727943
"NP1L1_HUMAN"	"Human"	-0.940026844350393	-1.58570311458802	-0.0802088905645047	-0.494881593392727	-0.950734239018817	-0.916072839250897	-0.890136586828875	0.633024976059806	0.217439725419713	0.435653539204723	0.549154088927197
"PRDX6_HUMAN"	"Human"	1.48946854443381	1.13870415044933	1.48995487443018	-0.12827589801173	-0.414236738329973	-0.182087033371419	-0.217893889993034	-0.271458986936626	-0.164524849096892	-0.284499138912045	-0.0536816037021008
"NDKA_HUMAN"	"Human"	0.517575129829294	-0.0752173431028043	0.0386794768998693	NA	NA	NA	NA	NA	NA	NA	NA
"U2AF1_HUMAN"	"Human"	-0.413667208227136	NA	-0.732228318933956	0.449591234485197	0.450101163415656	0.306956014033504	0.140977482138817	0.00200249289843457	-0.4142676197167	-0.201336923914048	-0.24464152527267
"SH3L1_HUMAN"	"Human"	0.0904815888333322	-0.894430925029291	-0.0377801613280823	-0.921642241828304	0.109073259403052	-0.503472775794209	0.0341374401063003	0.0546981373626499	0.569717197732177	-0.100903989078529	-0.53619328630479
"RS8A_YEAST;RS8B_YEAST"	"Yeast"	0.312738771373433	1.39898092328533	2.06627276040639	-0.994279487156605	-0.837604776397461	0.126482220432416	-0.544166125619769	-0.941932217693238	0.433466855715046	0.406587838760757	-0.0192987837221165
"CUL2_HUMAN"	"Human"	-0.13095767591539	NA	-0.251125750775418	-0.143512137993502	NA	NA	0.289360352298226	-1.02138440577902	-0.271043937528602	1.74702811552742	-0.231802876604978
"RBBP7_HUMAN"	"Human"	-1.78675435694472	-1.29149638175906	-2.15845607260673	-0.674116635613297	-0.0628737839020625	-0.159799199417271	-0.342992970972763	0.126632035114734	-0.139737374812963	0.0190010337633908	-0.093636772877609
"APT_HUMAN"	"Human"	-0.236787922406878	0.345920029834559	-0.218575956795065	0.294568911972692	-0.692352013503841	-0.18033695731198	0.113028822637509	0.273543879875913	-0.327687236815246	-0.0190265923226037	1.06547609683127
"HNRPF_HUMAN"	"Human"	1.30703018811625	0.791494026965145	NA	0.274046843285453	-0.194613673246563	0.722235110549526	0.584093356283161	-0.313674906840223	-0.736182487391773	0.272226665744786	0.0194206530715071
"WDR43_HUMAN"	"Human"	-0.493017283628395	-0.0462886513182957	NA	NA	NA	NA	NA	-2.01358585802669	NA	NA	0.127772432617788
"EIF3K_HUMAN"	"Human"	0.871281085378206	0.793741970036935	0.925901531836249	-0.577864306830453	0.883769402081289	-1.65691824845129	0.624424457525443	-0.244372509272441	0.291450361726251	-0.0282362501931208	-0.436809107072211
"HNRH3_HUMAN"	"Human"	0.447120773460432	-0.403784645376578	0.832078467493775	0.243153267207218	0.0575970679153019	0.368832505331171	0.0804565590632184	-0.0955542430385549	-0.121551076864312	-0.186098740244638	-0.268671292126842
"RS19A_YEAST;RS19B_YEAST"	"Yeast"	-0.783680462543579	1.03103382962394	0.516460430878056	NA	NA	0.760870003423318	1.92105845405888	NA	NA	-0.926251789522394	-1.30608906067611
"FKBP_YEAST"	"Yeast"	NA	0.0154473922460072	0.387140600355216	NA	NA	-0.233251801629631	NA	NA	NA	NA	NA
"GBLP_YEAST"	"Yeast"	-1.45651129543433	-0.648582051916418	0.472592130642499	-0.946144247789124	-0.590424066539703	0.058652921064303	0.468551070831799	-1.19337407307045	-0.0763055725113361	0.264803916390947	0.960051635613781
"RS6_HUMAN"	"Human"	-0.845917540550635	-0.227584692753034	-0.796331544358308	-0.389259729882612	0.116995203470993	-0.426100576788463	0.189514921047162	-0.171981345294138	0.253727535784493	0.12336211532672	0.185215792223604
"PSA4_HUMAN"	"Human"	-2.01840374285364	-0.886708508696575	-1.61644029227911	-0.631053700675568	-0.810163097752747	-0.461156699655475	-0.924493879402284	-0.0207497749204635	0.549066960406155	0.391745843714621	0.570737180844062
"UB2D3_HUMAN"	"Human"	0.045831894804133	NA	0.135194872920821	NA	NA	NA	NA	NA	NA	NA	NA
"ERP29_HUMAN"	"Human"	0.0670489428141077	0.100912743854322	-0.258528215904437	NA	NA	NA	NA	NA	NA	NA	NA
"NOB1_HUMAN"	"Human"	0.393803640701683	1.1712420157238	0.363166894799312	0.0741244726943095	0.120486574810406	-0.359950999454435	0.159294153117965	-0.612942521827799	0.67029209274003	0.140050721154686	-0.066840193465568
"PUS1_HUMAN"	"Human"	0.348862473167022	-0.0892855234739651	0.637143219376128	-1.43160959328095	-0.0774109482001367	0.0626463684697268	-0.245387189236014	-0.662747533581222	-0.823583248205919	0.0110478815967712	0.54756537399062
"SMCA4_HUMAN"	"Human"	-0.328535182359835	-0.301139536203235	0.877186509694481	0.32267472266268	-0.585510310586351	-1.01723129861968	0.245271376502034	0.501290064829233	0.559270167622811	0.432493025889943	-0.796918058637982
"ICT1_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	-0.129722635029155	NA	NA	NA	NA
"TIM8B_HUMAN"	"Human"	0.485000279961362	0.13860845837992	NA	-1.32326107518137	NA	NA	NA	0.135457134660129	NA	NA	1.22280090758599
"DJB11_HUMAN"	"Human"	NA	NA	NA	-0.697714279258546	0.211147224598121	-1.12288965849905	-0.00732778572175391	-0.337902206258894	0.158116335464654	-1.04671857732368	0.790897048503938
"ATPO_HUMAN"	"Human"	0.51795594569307	1.18135085526476	0.962678558698713	-0.347993601964802	-0.473617110945077	-1.10936478501334	0.0127794669015392	-0.590495209729199	NA	-0.321878804996713	-0.408389004450314
"TXNL1_HUMAN"	"Human"	0.0782324529097208	-0.515722990371696	-0.76923124221682	0.0232082823844337	-0.0339711589860576	-0.00152847815883989	0.0633917788876894	NA	NA	NA	-0.403638038121668
"RS14_HUMAN"	"Human"	-2.5242280498027	-3.30114462003853	-3.36731504733967	0.234965641925071	0.187029936467746	0.275903609392149	0.280572954896767	NA	NA	NA	NA
"RBM4_HUMAN"	"Human"	-1.71798617408945	-1.20749761286651	-2.40355881781701	2.12889334767746	NA	NA	NA	1.0667841860458	NA	0.145428526392675	NA
"ETFA_HUMAN"	"Human"	0.809134856974558	-0.00985171063911178	0.0976021387300536	NA	NA	NA	NA	NA	NA	NA	NA
"ADAS_HUMAN"	"Human"	-0.791047521462961	-0.497689000567112	NA	NA	0.222325699316769	0.644545729716104	NA	-0.277780777211605	NA	-0.495275434516438	-0.656912257159065
"SMD1_HUMAN"	"Human"	-0.298758131302993	-0.607771524546071	NA	0.1689790919249	0.240878213651314	0.560387427046434	-0.00785579828254268	-1.58233797242606	NA	1.09746239961986	0.351192433806788
"DUT_HUMAN"	"Human"	-1.47414536775697	0.447939016688747	0.444602916616708	0.440398493035034	0.128854414181787	0.464540032904169	0.712417105276116	-0.317510007206272	0.840493701641191	0.126900275377787	0.600550518669301
"URM1_HUMAN"	"Human"	-0.211536157850886	NA	0.204310826051063	NA	NA	NA	NA	NA	NA	NA	NA
"ESYT1_HUMAN"	"Human"	-2.00429575446104	NA	NA	0.359867011206048	-0.12881998169975	-0.12011795190367	0.0971896452917479	0.409323891585519	0.267814950703009	0.727205111483388	-0.228471770053676
"SRS10_HUMAN"	"Human"	0.511027643359682	0.104558756948331	0.469865370681618	-0.384761344875225	-0.144965646862037	-0.578667266907043	0.339759431305433	0.664860308026673	-0.906449691500884	-3.19747969809307	0.830499224545607
"SPF45_HUMAN"	"Human"	0.00646720781521881	-0.5686018876248	-0.142890280636045	NA	NA	NA	NA	NA	NA	NA	NA
"ENO2_YEAST"	"Yeast"	-1.17704425283147	0.677646849486234	0.580198485516307	-1.22786426090541	-0.83070237859652	-0.766107588689151	0.339171666906536	0.139712815974183	0.341471795827971	0.269385813670527	0.715321062402112
"GLT1_YEAST"	"Yeast"	-0.573776441144161	NA	NA	NA	NA	NA	NA	0.245589600689095	NA	NA	NA
"MTCH2_HUMAN"	"Human"	-0.322848627418686	-0.719341647018244	-1.18011594111161	1.56727156248607	1.99453019868679	-1.34284506595348	NA	1.02364023882436	0.231879915176499	0.860090536136634	0.0677913285368132
"T2FB_HUMAN"	"Human"	NA	NA	NA	NA	0.355374321052347	NA	NA	0.670609929570337	NA	NA	NA
"TBB4B_HUMAN"	"Human"	-0.205117120354593	0.282299294100741	0.0814404991922742	NA	NA	NA	NA	NA	NA	NA	NA
"PPIL1_HUMAN"	"Human"	0.372325018829649	NA	-0.402399548000507	-0.0125549251448706	-0.812637612041971	0.0764557002996107	-0.155424022675398	NA	-0.495824940002664	1.83783701164032	-0.219793290203083
"CALX_HUMAN"	"Human"	0.438668272672238	-0.0690842914536509	-0.336725980803928	-0.00497737508489954	-0.347240889709132	-0.116424913671161	-0.335728627169267	0.287636001114007	0.333659838993485	0.0177778740556557	0.28100133257979
"KTHY_HUMAN"	"Human"	-1.6299839866113	-0.682722651844863	-0.837932085378839	0.329206808809029	0.683174336649712	1.68090685910402	0.355118365247344	-0.153107696205094	0.0163754043621057	0.106067991647018	-0.461525711556507
"DKC1_HUMAN"	"Human"	-1.82544124714356	-2.25687552145655	-1.73533720520959	0.654798393377123	-0.633614812380949	0.474500723882667	-0.0179891194300675	-0.21507503589465	-0.569402620114048	0.195356815170111	0.438114055720029
"NACAM_HUMAN;NACA_HUMAN"	"Human"	-0.203717796267564	0.470871626940819	-0.387061106638632	0.0338053227882719	-0.0726184948255057	0.251179439744161	0.26898906313841	-0.0831619849859953	-0.29246193229444	0.0318025942010609	0.109602364922587
"U2AF2_HUMAN"	"Human"	-0.727911495112738	-0.520728776318781	-0.186280964644514	-0.0351818274683453	0.179544566885996	0.0200870035295443	0.129512943892035	0.762417088540824	0.0809206073629634	-0.520477784177692	0.0426133932061752
"ECHM_HUMAN"	"Human"	NA	0.791070711254563	1.26858565355275	0.121276567435815	1.3098472168786	1.13568850637365	-0.328875439499554	-0.330193725723755	NA	NA	NA
"RL5_HUMAN"	"Human"	-0.0400083395616612	-1.33135577840444	0.0182673470001401	0.804997480059496	0.762653308510117	0.697906649974531	NA	NA	NA	NA	NA
"RU1C_HUMAN"	"Human"	NA	-0.323476974331039	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ALDOA_HUMAN"	"Human"	-0.166219060867732	0.17906686618576	-0.355030261650362	-0.537357462037489	-0.783225229554266	-0.529040150532316	-0.334152766453016	0.153601051284645	-0.177860769225304	0.203735465727908	0.347254646588933
"PML_HUMAN"	"Human"	NA	NA	NA	-0.792631444951668	-0.962709838701736	-0.397287705968189	0.175301573441097	0.139778135333135	0.168507984462442	0.653329212311795	0.498991823155957
"COPB2_HUMAN"	"Human"	-0.941942376825292	-1.96286503527882	-0.925451309332833	1.07142053034505	NA	0.638849968288505	-0.210743841275682	0.696819105839265	NA	-1.06210915251021	0.0533823693012573
"AT5F1_HUMAN"	"Human"	-0.5227925295039	NA	-0.883403279887597	NA	NA	NA	NA	NA	NA	NA	NA
"HBG2_HUMAN"	"Human"	-0.252999320369475	-0.185631000094371	-0.447193420307895	-0.306425160813946	-0.371791991093641	-0.170614017585407	-0.787920576277393	0.14960811992605	0.317501273630378	0.143396062592266	0.103188093443419
"GALE_HUMAN"	"Human"	0.835463277797107	0.566638678516974	-0.438335603519147	0.247286134411543	-1.15309750449357	1.2140479233298	0.419232641208394	-1.13969807571753	0.0586889238403343	-0.880190087224562	-0.956772022800482
"SPB6_HUMAN"	"Human"	1.21021387714072	1.29778191941452	0.514117189257283	0.00460947136594558	-0.333720160419141	0.560207564573952	0.52597962118026	NA	-0.213068984012569	1.08558303956815	-0.848259615618742
"CYBP_HUMAN"	"Human"	-0.446029114962145	0.345953417905553	-0.31999153249135	NA	NA	NA	NA	NA	NA	NA	NA
"FLOT1_HUMAN"	"Human"	1.33768280335639	0.192045510418464	NA	0.342296406671803	-0.218685684308573	0.118978089350376	0.10802869430723	-0.213842712715345	0.65040332527887	-0.883586904100112	-0.541664241178239
"NUCG_HUMAN"	"Human"	1.05068576294193	0.648568800153081	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PSMD8_HUMAN"	"Human"	-0.107339527217202	0.00459865345177612	NA	0.362565739700985	NA	NA	NA	0.270909357323904	0.837944544212891	0.0671675861544987	-0.235216419103355
"HS90B_HUMAN"	"Human"	0.904296465347471	0.237422596406245	0.835230150060334	0.17111359333038	0.127394860391851	0.104961616285815	0.185712985589292	-0.209652684982131	-0.19591908324721	-0.193249976247068	-0.153014185047046
"1433B_HUMAN"	"Human"	1.0674352544926	0.778594964307443	0.907712133063388	-11.5918170885643	NA	0.923052958396372	-0.123650690974229	NA	NA	NA	NA
"PPIG_HUMAN"	"Human"	NA	-0.773219585764379	-0.834505127438032	NA	NA	0.298692958126329	NA	NA	NA	NA	NA
"RL20A_YEAST;RL20B_YEAST"	"Yeast"	NA	2.07400123644204	1.41384279679907	-0.569709098660282	0.0293268104375322	0.0284234515634897	0.837961904301594	-0.221882928508307	0.0239055704886776	-0.771292356027156	0.797643434986773
"EDC4_HUMAN"	"Human"	1.10505442507177	0.415039962020848	NA	0.503233578586755	0.0992529521251351	0.174269989392106	-0.575561062606099	-0.144419887190345	0.299168678973031	0.773427005439581	-0.283061981874597
"NUP88_HUMAN"	"Human"	-0.196695673283739	-0.458917521149745	NA	NA	NA	NA	NA	NA	NA	-0.22475888683635	-0.619567767231554
"LUC7L_HUMAN"	"Human"	NA	NA	NA	-0.898069768495458	NA	NA	NA	NA	NA	NA	NA
"NUP62_HUMAN"	"Human"	0.56294092565719	0.494091856779	-0.0356141671088137	-1.22546726311571	-0.427154168912054	-0.138093548345942	-1.32217644704497	-0.472172899255828	-0.0110129710771187	0.00409561093762847	-0.389532807813064
"HPBP1_HUMAN"	"Human"	-0.73024895325389	-1.17125874688425	-1.29057240335626	0.633081683947515	0.533535569051919	0.705266842701058	1.17072083349801	0.212990378984709	0.194331752322515	0.633919233418605	-0.347763657194688
"TFAM_HUMAN"	"Human"	0.737094798435376	0.692362700295682	1.30188641311396	0.211863852122047	0.0674624772027856	-0.158151504936757	-0.732163777925614	-0.534670836645878	0.53363801888726	-0.62519674123834	-0.810097161051967
"TTC1_HUMAN"	"Human"	0.333756663564828	-0.241759453006285	-0.312263533217582	-0.251013422642922	-0.234186446266133	0.0445618978108705	0.0342864878832919	0.358430680599381	-2.87455846646952	0.354029972470746	-0.471251905059151
"SRSF7_HUMAN"	"Human"	-0.378397999422812	-0.34421977762214	-0.512118870106971	0.0153852663675641	-0.161601942118465	0.337355036087616	-0.295253383400275	-0.120425728035789	-0.0498869372326327	-0.00506083136915861	-0.216828342845339
"RL27_HUMAN"	"Human"	-0.626853531841863	-0.0218830433781264	0.0734562332235855	NA	NA	NA	NA	NA	NA	NA	NA
"K1C19_HUMAN"	"Human"	0.175459760628439	-0.760592678098776	-0.31381593890445	-0.358837893201128	-0.332225763397763	-0.448112443279135	-0.412298640685185	0.280517942830695	0.3705891926576	-0.000166318015388578	0.0403367975920574
"RL13A_HUMAN"	"Human"	0.780929298983987	-0.0679386153516858	0.31127748001229	-0.380340982190615	NA	0.345968489733051	-0.541030615902108	NA	NA	NA	NA
"UBC12_HUMAN"	"Human"	0.384485716635073	0.30326269266346	0.696922815683551	-0.383439329238198	-0.67647558625942	-0.036247800330908	-0.573872237412554	-0.540046200742828	0.188610495729897	0.192154228851974	-0.466415537506492
"ALBU_HUMAN"	"Human"	-2.44131944922932	-3.06001089045266	NA	0.16856226191695	0.0658599737840122	0.207417830904484	0.220873609531441	1.1763278647083	-0.0678857732544217	-0.451517021893899	-0.541232443251022
"ROAA_HUMAN"	"Human"	2.31752268835143	1.75259488190023	1.78846022307162	-1.07582768679389	NA	0.283976252268242	1.57101727982004	NA	NA	NA	NA
